Consumption (kWh), Start, End
0.419, 2023-05-13T11:00:00+01:00, 2023-05-13T11:30:00+01:00
0.015, 2023-05-13T11:30:00+01:00, 2023-05-13T12:00:00+01:00
0.41, 2023-05-13T12:00:00+01:00, 2023-05-13T12:30:00+01:00
0.542, 2023-05-13T12:30:00+01:00, 2023-05-13T13:00:00+01:00
0.768, 2023-05-13T13:00:00+01:00, 2023-05-13T13:30:00+01:00
0.944, 2023-05-13T13:30:00+01:00, 2023-05-13T14:00:00+01:00
0.823, 2023-05-13T14:00:00+01:00, 2023-05-13T14:30:00+01:00
0.768, 2023-05-13T14:30:00+01:00, 2023-05-13T15:00:00+01:00
0.621, 2023-05-13T15:00:00+01:00, 2023-05-13T15:30:00+01:00
0.53, 2023-05-13T15:30:00+01:00, 2023-05-13T16:00:00+01:00
0.305, 2023-05-13T16:00:00+01:00, 2023-05-13T16:30:00+01:00
0.243, 2023-05-13T16:30:00+01:00, 2023-05-13T17:00:00+01:00
0.063, 2023-05-13T17:00:00+01:00, 2023-05-13T17:30:00+01:00
0.047, 2023-05-13T17:30:00+01:00, 2023-05-13T18:00:00+01:00
0.00E+00, 2023-05-13T18:00:00+01:00, 2023-05-13T18:30:00+01:00
0.00E+00, 2023-05-13T18:30:00+01:00, 2023-05-13T19:00:00+01:00
0.00E+00, 2023-05-13T19:00:00+01:00, 2023-05-13T19:30:00+01:00
0.00E+00, 2023-05-13T19:30:00+01:00, 2023-05-13T20:00:00+01:00
0.00E+00, 2023-05-13T20:00:00+01:00, 2023-05-13T20:30:00+01:00
0.00E+00, 2023-05-13T20:30:00+01:00, 2023-05-13T21:00:00+01:00
0.00E+00, 2023-05-13T21:00:00+01:00, 2023-05-13T21:30:00+01:00
0.00E+00, 2023-05-13T21:30:00+01:00, 2023-05-13T22:00:00+01:00
0.00E+00, 2023-05-13T22:00:00+01:00, 2023-05-13T22:30:00+01:00
0.00E+00, 2023-05-13T22:30:00+01:00, 2023-05-13T23:00:00+01:00
0.00E+00, 2023-05-13T23:00:00+01:00, 2023-05-13T23:30:00+01:00
0.00E+00, 2023-05-13T23:30:00+01:00, 2023-05-14T00:00:00+01:00
0.00E+00, 2023-05-14T00:00:00+01:00, 2023-05-14T00:30:00+01:00
0.00E+00, 2023-05-14T00:30:00+01:00, 2023-05-14T01:00:00+01:00
0.00E+00, 2023-05-14T01:00:00+01:00, 2023-05-14T01:30:00+01:00
0.00E+00, 2023-05-14T01:30:00+01:00, 2023-05-14T02:00:00+01:00
0.00E+00, 2023-05-14T02:00:00+01:00, 2023-05-14T02:30:00+01:00
0.00E+00, 2023-05-14T02:30:00+01:00, 2023-05-14T03:00:00+01:00
0.00E+00, 2023-05-14T03:00:00+01:00, 2023-05-14T03:30:00+01:00
0.00E+00, 2023-05-14T03:30:00+01:00, 2023-05-14T04:00:00+01:00
0.00E+00, 2023-05-14T04:00:00+01:00, 2023-05-14T04:30:00+01:00
0.00E+00, 2023-05-14T04:30:00+01:00, 2023-05-14T05:00:00+01:00
0.00E+00, 2023-05-14T05:00:00+01:00, 2023-05-14T05:30:00+01:00
0.001, 2023-05-14T05:30:00+01:00, 2023-05-14T06:00:00+01:00
0.039, 2023-05-14T06:00:00+01:00, 2023-05-14T06:30:00+01:00
0.102, 2023-05-14T06:30:00+01:00, 2023-05-14T07:00:00+01:00
0.231, 2023-05-14T07:00:00+01:00, 2023-05-14T07:30:00+01:00
0.331, 2023-05-14T07:30:00+01:00, 2023-05-14T08:00:00+01:00
0.297, 2023-05-14T08:00:00+01:00, 2023-05-14T08:30:00+01:00
0.457, 2023-05-14T08:30:00+01:00, 2023-05-14T09:00:00+01:00
0.304, 2023-05-14T09:00:00+01:00, 2023-05-14T09:30:00+01:00
0.508, 2023-05-14T09:30:00+01:00, 2023-05-14T10:00:00+01:00
0.566, 2023-05-14T10:00:00+01:00, 2023-05-14T10:30:00+01:00
0.913, 2023-05-14T10:30:00+01:00, 2023-05-14T11:00:00+01:00
0.753, 2023-05-14T11:00:00+01:00, 2023-05-14T11:30:00+01:00
0.302, 2023-05-14T11:30:00+01:00, 2023-05-14T12:00:00+01:00
0.271, 2023-05-14T12:00:00+01:00, 2023-05-14T12:30:00+01:00
0.408, 2023-05-14T12:30:00+01:00, 2023-05-14T13:00:00+01:00
0.414, 2023-05-14T13:00:00+01:00, 2023-05-14T13:30:00+01:00
0.135, 2023-05-14T13:30:00+01:00, 2023-05-14T14:00:00+01:00
0.188, 2023-05-14T14:00:00+01:00, 2023-05-14T14:30:00+01:00
0.217, 2023-05-14T14:30:00+01:00, 2023-05-14T15:00:00+01:00
0.372, 2023-05-14T15:00:00+01:00, 2023-05-14T15:30:00+01:00
0.186, 2023-05-14T15:30:00+01:00, 2023-05-14T16:00:00+01:00
0.074, 2023-05-14T16:00:00+01:00, 2023-05-14T16:30:00+01:00
0.048, 2023-05-14T16:30:00+01:00, 2023-05-14T17:00:00+01:00
0.00E+00, 2023-05-14T17:00:00+01:00, 2023-05-14T17:30:00+01:00
0.00E+00, 2023-05-14T17:30:00+01:00, 2023-05-14T18:00:00+01:00
0.00E+00, 2023-05-14T18:00:00+01:00, 2023-05-14T18:30:00+01:00
0.008, 2023-05-14T18:30:00+01:00, 2023-05-14T19:00:00+01:00
0.00E+00, 2023-05-14T19:00:00+01:00, 2023-05-14T19:30:00+01:00
0.00E+00, 2023-05-14T19:30:00+01:00, 2023-05-14T20:00:00+01:00
0.00E+00, 2023-05-14T20:00:00+01:00, 2023-05-14T20:30:00+01:00
0.00E+00, 2023-05-14T20:30:00+01:00, 2023-05-14T21:00:00+01:00
0.00E+00, 2023-05-14T21:00:00+01:00, 2023-05-14T21:30:00+01:00
0.00E+00, 2023-05-14T21:30:00+01:00, 2023-05-14T22:00:00+01:00
0.00E+00, 2023-05-14T22:00:00+01:00, 2023-05-14T22:30:00+01:00
0.00E+00, 2023-05-14T22:30:00+01:00, 2023-05-14T23:00:00+01:00
0.00E+00, 2023-05-14T23:00:00+01:00, 2023-05-14T23:30:00+01:00
0.00E+00, 2023-05-14T23:30:00+01:00, 2023-05-15T00:00:00+01:00
0.00E+00, 2023-05-15T00:00:00+01:00, 2023-05-15T00:30:00+01:00
0.00E+00, 2023-05-15T00:30:00+01:00, 2023-05-15T01:00:00+01:00
0.00E+00, 2023-05-15T01:00:00+01:00, 2023-05-15T01:30:00+01:00
0.00E+00, 2023-05-15T01:30:00+01:00, 2023-05-15T02:00:00+01:00
0.00E+00, 2023-05-15T02:00:00+01:00, 2023-05-15T02:30:00+01:00
0.00E+00, 2023-05-15T02:30:00+01:00, 2023-05-15T03:00:00+01:00
0.00E+00, 2023-05-15T03:00:00+01:00, 2023-05-15T03:30:00+01:00
0.00E+00, 2023-05-15T03:30:00+01:00, 2023-05-15T04:00:00+01:00
0.00E+00, 2023-05-15T04:00:00+01:00, 2023-05-15T04:30:00+01:00
0.00E+00, 2023-05-15T04:30:00+01:00, 2023-05-15T05:00:00+01:00
0.00E+00, 2023-05-15T05:00:00+01:00, 2023-05-15T05:30:00+01:00
0.00E+00, 2023-05-15T05:30:00+01:00, 2023-05-15T06:00:00+01:00
0.00E+00, 2023-05-15T06:00:00+01:00, 2023-05-15T06:30:00+01:00
0.00E+00, 2023-05-15T06:30:00+01:00, 2023-05-15T07:00:00+01:00
0.331, 2023-05-15T07:00:00+01:00, 2023-05-15T07:30:00+01:00
0.325, 2023-05-15T07:30:00+01:00, 2023-05-15T08:00:00+01:00
0.404, 2023-05-15T08:00:00+01:00, 2023-05-15T08:30:00+01:00
0.719, 2023-05-15T08:30:00+01:00, 2023-05-15T09:00:00+01:00
0.69, 2023-05-15T09:00:00+01:00, 2023-05-15T09:30:00+01:00
0.918, 2023-05-15T09:30:00+01:00, 2023-05-15T10:00:00+01:00
0.807, 2023-05-15T10:00:00+01:00, 2023-05-15T10:30:00+01:00
0.983, 2023-05-15T10:30:00+01:00, 2023-05-15T11:00:00+01:00
1.175, 2023-05-15T11:00:00+01:00, 2023-05-15T11:30:00+01:00
1.257, 2023-05-15T11:30:00+01:00, 2023-05-15T12:00:00+01:00
1.2, 2023-05-15T12:00:00+01:00, 2023-05-15T12:30:00+01:00
1.074, 2023-05-15T12:30:00+01:00, 2023-05-15T13:00:00+01:00
1.143, 2023-05-15T13:00:00+01:00, 2023-05-15T13:30:00+01:00
1.118, 2023-05-15T13:30:00+01:00, 2023-05-15T14:00:00+01:00
1, 2023-05-15T14:00:00+01:00, 2023-05-15T14:30:00+01:00
0.949, 2023-05-15T14:30:00+01:00, 2023-05-15T15:00:00+01:00
0.8, 2023-05-15T15:00:00+01:00, 2023-05-15T15:30:00+01:00
0.692, 2023-05-15T15:30:00+01:00, 2023-05-15T16:00:00+01:00
0.476, 2023-05-15T16:00:00+01:00, 2023-05-15T16:30:00+01:00
0.313, 2023-05-15T16:30:00+01:00, 2023-05-15T17:00:00+01:00
0.204, 2023-05-15T17:00:00+01:00, 2023-05-15T17:30:00+01:00
0.016, 2023-05-15T17:30:00+01:00, 2023-05-15T18:00:00+01:00
0.00E+00, 2023-05-15T18:00:00+01:00, 2023-05-15T18:30:00+01:00
0.00E+00, 2023-05-15T18:30:00+01:00, 2023-05-15T19:00:00+01:00
0.00E+00, 2023-05-15T19:00:00+01:00, 2023-05-15T19:30:00+01:00
0.00E+00, 2023-05-15T19:30:00+01:00, 2023-05-15T20:00:00+01:00
0.00E+00, 2023-05-15T20:00:00+01:00, 2023-05-15T20:30:00+01:00
0.00E+00, 2023-05-15T20:30:00+01:00, 2023-05-15T21:00:00+01:00
0.00E+00, 2023-05-15T21:00:00+01:00, 2023-05-15T21:30:00+01:00
0.00E+00, 2023-05-15T21:30:00+01:00, 2023-05-15T22:00:00+01:00
0.00E+00, 2023-05-15T22:00:00+01:00, 2023-05-15T22:30:00+01:00
0.00E+00, 2023-05-15T22:30:00+01:00, 2023-05-15T23:00:00+01:00
0.00E+00, 2023-05-15T23:00:00+01:00, 2023-05-15T23:30:00+01:00
0.00E+00, 2023-05-15T23:30:00+01:00, 2023-05-16T00:00:00+01:00
0.00E+00, 2023-05-16T00:00:00+01:00, 2023-05-16T00:30:00+01:00
0.00E+00, 2023-05-16T00:30:00+01:00, 2023-05-16T01:00:00+01:00
0.00E+00, 2023-05-16T01:00:00+01:00, 2023-05-16T01:30:00+01:00
0.00E+00, 2023-05-16T01:30:00+01:00, 2023-05-16T02:00:00+01:00
0.00E+00, 2023-05-16T02:00:00+01:00, 2023-05-16T02:30:00+01:00
0.00E+00, 2023-05-16T02:30:00+01:00, 2023-05-16T03:00:00+01:00
0.00E+00, 2023-05-16T03:00:00+01:00, 2023-05-16T03:30:00+01:00
0.00E+00, 2023-05-16T03:30:00+01:00, 2023-05-16T04:00:00+01:00
0.00E+00, 2023-05-16T04:00:00+01:00, 2023-05-16T04:30:00+01:00
0.00E+00, 2023-05-16T04:30:00+01:00, 2023-05-16T05:00:00+01:00
0.00E+00, 2023-05-16T05:00:00+01:00, 2023-05-16T05:30:00+01:00
0.00E+00, 2023-05-16T05:30:00+01:00, 2023-05-16T06:00:00+01:00
0.00E+00, 2023-05-16T06:00:00+01:00, 2023-05-16T06:30:00+01:00
0.00E+00, 2023-05-16T06:30:00+01:00, 2023-05-16T07:00:00+01:00
0.008, 2023-05-16T07:00:00+01:00, 2023-05-16T07:30:00+01:00
0.057, 2023-05-16T07:30:00+01:00, 2023-05-16T08:00:00+01:00
0.07, 2023-05-16T08:00:00+01:00, 2023-05-16T08:30:00+01:00
0.408, 2023-05-16T08:30:00+01:00, 2023-05-16T09:00:00+01:00
0.755, 2023-05-16T09:00:00+01:00, 2023-05-16T09:30:00+01:00
0.901, 2023-05-16T09:30:00+01:00, 2023-05-16T10:00:00+01:00
0.73, 2023-05-16T10:00:00+01:00, 2023-05-16T10:30:00+01:00
0.627, 2023-05-16T10:30:00+01:00, 2023-05-16T11:00:00+01:00
0.608, 2023-05-16T11:00:00+01:00, 2023-05-16T11:30:00+01:00
1.189, 2023-05-16T11:30:00+01:00, 2023-05-16T12:00:00+01:00
1.185, 2023-05-16T12:00:00+01:00, 2023-05-16T12:30:00+01:00
1.06, 2023-05-16T12:30:00+01:00, 2023-05-16T13:00:00+01:00
1.106, 2023-05-16T13:00:00+01:00, 2023-05-16T13:30:00+01:00
1.086, 2023-05-16T13:30:00+01:00, 2023-05-16T14:00:00+01:00
0.912, 2023-05-16T14:00:00+01:00, 2023-05-16T14:30:00+01:00
0.904, 2023-05-16T14:30:00+01:00, 2023-05-16T15:00:00+01:00
0.744, 2023-05-16T15:00:00+01:00, 2023-05-16T15:30:00+01:00
0.68, 2023-05-16T15:30:00+01:00, 2023-05-16T16:00:00+01:00
0.629, 2023-05-16T16:00:00+01:00, 2023-05-16T16:30:00+01:00
0.21, 2023-05-16T16:30:00+01:00, 2023-05-16T17:00:00+01:00
0.049, 2023-05-16T17:00:00+01:00, 2023-05-16T17:30:00+01:00
0.057, 2023-05-16T17:30:00+01:00, 2023-05-16T18:00:00+01:00
0.026, 2023-05-16T18:00:00+01:00, 2023-05-16T18:30:00+01:00
0.008, 2023-05-16T18:30:00+01:00, 2023-05-16T19:00:00+01:00
0.002, 2023-05-16T19:00:00+01:00, 2023-05-16T19:30:00+01:00
0.00E+00, 2023-05-16T19:30:00+01:00, 2023-05-16T20:00:00+01:00
0.00E+00, 2023-05-16T20:00:00+01:00, 2023-05-16T20:30:00+01:00
0.00E+00, 2023-05-16T20:30:00+01:00, 2023-05-16T21:00:00+01:00
0.00E+00, 2023-05-16T21:00:00+01:00, 2023-05-16T21:30:00+01:00
0.00E+00, 2023-05-16T21:30:00+01:00, 2023-05-16T22:00:00+01:00
0.00E+00, 2023-05-16T22:00:00+01:00, 2023-05-16T22:30:00+01:00
0.00E+00, 2023-05-16T22:30:00+01:00, 2023-05-16T23:00:00+01:00
0.00E+00, 2023-05-16T23:00:00+01:00, 2023-05-16T23:30:00+01:00
0.00E+00, 2023-05-16T23:30:00+01:00, 2023-05-17T00:00:00+01:00
0.00E+00, 2023-05-17T00:00:00+01:00, 2023-05-17T00:30:00+01:00
0.00E+00, 2023-05-17T00:30:00+01:00, 2023-05-17T01:00:00+01:00
0.00E+00, 2023-05-17T01:00:00+01:00, 2023-05-17T01:30:00+01:00
0.00E+00, 2023-05-17T01:30:00+01:00, 2023-05-17T02:00:00+01:00
0.00E+00, 2023-05-17T02:00:00+01:00, 2023-05-17T02:30:00+01:00
0.00E+00, 2023-05-17T02:30:00+01:00, 2023-05-17T03:00:00+01:00
0.00E+00, 2023-05-17T03:00:00+01:00, 2023-05-17T03:30:00+01:00
0.00E+00, 2023-05-17T03:30:00+01:00, 2023-05-17T04:00:00+01:00
0.00E+00, 2023-05-17T04:00:00+01:00, 2023-05-17T04:30:00+01:00
0.00E+00, 2023-05-17T04:30:00+01:00, 2023-05-17T05:00:00+01:00
0.00E+00, 2023-05-17T05:00:00+01:00, 2023-05-17T05:30:00+01:00
0.002, 2023-05-17T05:30:00+01:00, 2023-05-17T06:00:00+01:00
0.019, 2023-05-17T06:00:00+01:00, 2023-05-17T06:30:00+01:00
0.046, 2023-05-17T06:30:00+01:00, 2023-05-17T07:00:00+01:00
0.193, 2023-05-17T07:00:00+01:00, 2023-05-17T07:30:00+01:00
0.305, 2023-05-17T07:30:00+01:00, 2023-05-17T08:00:00+01:00
0.387, 2023-05-17T08:00:00+01:00, 2023-05-17T08:30:00+01:00
0.409, 2023-05-17T08:30:00+01:00, 2023-05-17T09:00:00+01:00
0.718, 2023-05-17T09:00:00+01:00, 2023-05-17T09:30:00+01:00
0.554, 2023-05-17T09:30:00+01:00, 2023-05-17T10:00:00+01:00
0.852, 2023-05-17T10:00:00+01:00, 2023-05-17T10:30:00+01:00
1.187, 2023-05-17T10:30:00+01:00, 2023-05-17T11:00:00+01:00
1.211, 2023-05-17T11:00:00+01:00, 2023-05-17T11:30:00+01:00
0.824, 2023-05-17T11:30:00+01:00, 2023-05-17T12:00:00+01:00
0.734, 2023-05-17T12:00:00+01:00, 2023-05-17T12:30:00+01:00
1.112, 2023-05-17T12:30:00+01:00, 2023-05-17T13:00:00+01:00
1.051, 2023-05-17T13:00:00+01:00, 2023-05-17T13:30:00+01:00
1.068, 2023-05-17T13:30:00+01:00, 2023-05-17T14:00:00+01:00
1.053, 2023-05-17T14:00:00+01:00, 2023-05-17T14:30:00+01:00
0.902, 2023-05-17T14:30:00+01:00, 2023-05-17T15:00:00+01:00
0.869, 2023-05-17T15:00:00+01:00, 2023-05-17T15:30:00+01:00
0.596, 2023-05-17T15:30:00+01:00, 2023-05-17T16:00:00+01:00
0.493, 2023-05-17T16:00:00+01:00, 2023-05-17T16:30:00+01:00
0.385, 2023-05-17T16:30:00+01:00, 2023-05-17T17:00:00+01:00
0.228, 2023-05-17T17:00:00+01:00, 2023-05-17T17:30:00+01:00
0.14, 2023-05-17T17:30:00+01:00, 2023-05-17T18:00:00+01:00
0.037, 2023-05-17T18:00:00+01:00, 2023-05-17T18:30:00+01:00
0.00E+00, 2023-05-17T18:30:00+01:00, 2023-05-17T19:00:00+01:00
0.00E+00, 2023-05-17T19:00:00+01:00, 2023-05-17T19:30:00+01:00
0.00E+00, 2023-05-17T19:30:00+01:00, 2023-05-17T20:00:00+01:00
0.00E+00, 2023-05-17T20:00:00+01:00, 2023-05-17T20:30:00+01:00
0.00E+00, 2023-05-17T20:30:00+01:00, 2023-05-17T21:00:00+01:00
0.00E+00, 2023-05-17T21:00:00+01:00, 2023-05-17T21:30:00+01:00
0.00E+00, 2023-05-17T21:30:00+01:00, 2023-05-17T22:00:00+01:00
0.00E+00, 2023-05-17T22:00:00+01:00, 2023-05-17T22:30:00+01:00
0.00E+00, 2023-05-17T22:30:00+01:00, 2023-05-17T23:00:00+01:00
0.00E+00, 2023-05-17T23:00:00+01:00, 2023-05-17T23:30:00+01:00
0.00E+00, 2023-05-17T23:30:00+01:00, 2023-05-18T00:00:00+01:00
0.00E+00, 2023-05-18T00:00:00+01:00, 2023-05-18T00:30:00+01:00
0.00E+00, 2023-05-18T00:30:00+01:00, 2023-05-18T01:00:00+01:00
0.00E+00, 2023-05-18T01:00:00+01:00, 2023-05-18T01:30:00+01:00
0.00E+00, 2023-05-18T01:30:00+01:00, 2023-05-18T02:00:00+01:00
0.00E+00, 2023-05-18T02:00:00+01:00, 2023-05-18T02:30:00+01:00
0.00E+00, 2023-05-18T02:30:00+01:00, 2023-05-18T03:00:00+01:00
0.00E+00, 2023-05-18T03:00:00+01:00, 2023-05-18T03:30:00+01:00
0.00E+00, 2023-05-18T03:30:00+01:00, 2023-05-18T04:00:00+01:00
0.00E+00, 2023-05-18T04:00:00+01:00, 2023-05-18T04:30:00+01:00
0.00E+00, 2023-05-18T04:30:00+01:00, 2023-05-18T05:00:00+01:00
0.00E+00, 2023-05-18T05:00:00+01:00, 2023-05-18T05:30:00+01:00
0.00E+00, 2023-05-18T05:30:00+01:00, 2023-05-18T06:00:00+01:00
0.001, 2023-05-18T06:00:00+01:00, 2023-05-18T06:30:00+01:00
0.003, 2023-05-18T06:30:00+01:00, 2023-05-18T07:00:00+01:00
0.092, 2023-05-18T07:00:00+01:00, 2023-05-18T07:30:00+01:00
0.205, 2023-05-18T07:30:00+01:00, 2023-05-18T08:00:00+01:00
0.44, 2023-05-18T08:00:00+01:00, 2023-05-18T08:30:00+01:00
0.735, 2023-05-18T08:30:00+01:00, 2023-05-18T09:00:00+01:00
0.82, 2023-05-18T09:00:00+01:00, 2023-05-18T09:30:00+01:00
0.848, 2023-05-18T09:30:00+01:00, 2023-05-18T10:00:00+01:00
0.519, 2023-05-18T10:00:00+01:00, 2023-05-18T10:30:00+01:00
0.6, 2023-05-18T10:30:00+01:00, 2023-05-18T11:00:00+01:00
0.747, 2023-05-18T11:00:00+01:00, 2023-05-18T11:30:00+01:00
0.695, 2023-05-18T11:30:00+01:00, 2023-05-18T12:00:00+01:00
0.557, 2023-05-18T12:00:00+01:00, 2023-05-18T12:30:00+01:00
0.454, 2023-05-18T12:30:00+01:00, 2023-05-18T13:00:00+01:00
0.557, 2023-05-18T13:00:00+01:00, 2023-05-18T13:30:00+01:00
0.439, 2023-05-18T13:30:00+01:00, 2023-05-18T14:00:00+01:00
0.472, 2023-05-18T14:00:00+01:00, 2023-05-18T14:30:00+01:00
0.411, 2023-05-18T14:30:00+01:00, 2023-05-18T15:00:00+01:00
0.396, 2023-05-18T15:00:00+01:00, 2023-05-18T15:30:00+01:00
0.452, 2023-05-18T15:30:00+01:00, 2023-05-18T16:00:00+01:00
0.461, 2023-05-18T16:00:00+01:00, 2023-05-18T16:30:00+01:00
0.286, 2023-05-18T16:30:00+01:00, 2023-05-18T17:00:00+01:00
0.229, 2023-05-18T17:00:00+01:00, 2023-05-18T17:30:00+01:00
0.201, 2023-05-18T17:30:00+01:00, 2023-05-18T18:00:00+01:00
0.079, 2023-05-18T18:00:00+01:00, 2023-05-18T18:30:00+01:00
0.00E+00, 2023-05-18T18:30:00+01:00, 2023-05-18T19:00:00+01:00
0.00E+00, 2023-05-18T19:00:00+01:00, 2023-05-18T19:30:00+01:00
0.00E+00, 2023-05-18T19:30:00+01:00, 2023-05-18T20:00:00+01:00
0.00E+00, 2023-05-18T20:00:00+01:00, 2023-05-18T20:30:00+01:00
0.00E+00, 2023-05-18T20:30:00+01:00, 2023-05-18T21:00:00+01:00
0.00E+00, 2023-05-18T21:00:00+01:00, 2023-05-18T21:30:00+01:00
0.00E+00, 2023-05-18T21:30:00+01:00, 2023-05-18T22:00:00+01:00
0.00E+00, 2023-05-18T22:00:00+01:00, 2023-05-18T22:30:00+01:00
0.00E+00, 2023-05-18T22:30:00+01:00, 2023-05-18T23:00:00+01:00
0.00E+00, 2023-05-18T23:00:00+01:00, 2023-05-18T23:30:00+01:00
0.00E+00, 2023-05-18T23:30:00+01:00, 2023-05-19T00:00:00+01:00
0.00E+00, 2023-05-19T00:00:00+01:00, 2023-05-19T00:30:00+01:00
0.00E+00, 2023-05-19T00:30:00+01:00, 2023-05-19T01:00:00+01:00
0.00E+00, 2023-05-19T01:00:00+01:00, 2023-05-19T01:30:00+01:00
0.00E+00, 2023-05-19T01:30:00+01:00, 2023-05-19T02:00:00+01:00
0.00E+00, 2023-05-19T02:00:00+01:00, 2023-05-19T02:30:00+01:00
0.00E+00, 2023-05-19T02:30:00+01:00, 2023-05-19T03:00:00+01:00
0.00E+00, 2023-05-19T03:00:00+01:00, 2023-05-19T03:30:00+01:00
0.00E+00, 2023-05-19T03:30:00+01:00, 2023-05-19T04:00:00+01:00
0.00E+00, 2023-05-19T04:00:00+01:00, 2023-05-19T04:30:00+01:00
0.00E+00, 2023-05-19T04:30:00+01:00, 2023-05-19T05:00:00+01:00
0.00E+00, 2023-05-19T05:00:00+01:00, 2023-05-19T05:30:00+01:00
0.00E+00, 2023-05-19T05:30:00+01:00, 2023-05-19T06:00:00+01:00
0.00E+00, 2023-05-19T06:00:00+01:00, 2023-05-19T06:30:00+01:00
0.004, 2023-05-19T06:30:00+01:00, 2023-05-19T07:00:00+01:00
0.022, 2023-05-19T07:00:00+01:00, 2023-05-19T07:30:00+01:00
0.003, 2023-05-19T07:30:00+01:00, 2023-05-19T08:00:00+01:00
0.033, 2023-05-19T08:00:00+01:00, 2023-05-19T08:30:00+01:00
0.281, 2023-05-19T08:30:00+01:00, 2023-05-19T09:00:00+01:00
0.533, 2023-05-19T09:00:00+01:00, 2023-05-19T09:30:00+01:00
0.869, 2023-05-19T09:30:00+01:00, 2023-05-19T10:00:00+01:00
1.024, 2023-05-19T10:00:00+01:00, 2023-05-19T10:30:00+01:00
1.073, 2023-05-19T10:30:00+01:00, 2023-05-19T11:00:00+01:00
1.185, 2023-05-19T11:00:00+01:00, 2023-05-19T11:30:00+01:00
1.264, 2023-05-19T11:30:00+01:00, 2023-05-19T12:00:00+01:00
1.262, 2023-05-19T12:00:00+01:00, 2023-05-19T12:30:00+01:00
1.199, 2023-05-19T12:30:00+01:00, 2023-05-19T13:00:00+01:00
1.161, 2023-05-19T13:00:00+01:00, 2023-05-19T13:30:00+01:00
1.117, 2023-05-19T13:30:00+01:00, 2023-05-19T14:00:00+01:00
1.017, 2023-05-19T14:00:00+01:00, 2023-05-19T14:30:00+01:00
0.953, 2023-05-19T14:30:00+01:00, 2023-05-19T15:00:00+01:00
0.708, 2023-05-19T15:00:00+01:00, 2023-05-19T15:30:00+01:00
0.66, 2023-05-19T15:30:00+01:00, 2023-05-19T16:00:00+01:00
0.481, 2023-05-19T16:00:00+01:00, 2023-05-19T16:30:00+01:00
0.397, 2023-05-19T16:30:00+01:00, 2023-05-19T17:00:00+01:00
